Namespace(batchSize=100, beta1=0.5, cuda=True, dirCheckpoints='/nfs/bigdisk/bsonawane/LightTransfer_Exp/Latent_Space/2_CNN_64//checkpoints/dae-2', dirDataroot='/nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/', dirImageoutput='/nfs/bigdisk/bsonawane/LightTransfer_Exp/Latent_Space/2_CNN_64//images/train', dirTestingoutput='/nfs/bigdisk/bsonawane/LightTransfer_Exp/Latent_Space/2_CNN_64//images/test', epoch_iter=600, f='', gpu_ids=0, idim=32, imgSize=64, location=0, lr=0.0002, manualSeed=None, modelPath='', nc=3, ndf=32, ngf=32, ngpu=1, niter=25, sdim=16, tdim=16, useDense=True, use_celeba=False, use_dropout=0, use_gpu=True, wdim=128, workers=8, zdim=128)
Random Seed:  9623
No previous model found, initializing model weight.
0
Loading Dataset
Path: ['/nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session01_crops14']
Loading: /nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session01_crops14 session01
Session:  session01
50190
torch.Size([64, 64, 3]) torch.Size([64, 64, 3])
Path: ['/nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session_test_crops14']
Loading: /nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session_test_crops14 session_test
Session:  session_test
2100
torch.Size([64, 64, 3]) torch.Size([64, 64, 3])
Dataset Loaded
Log done
Iteration[118] loss -- all:  0.1544 .. recon:  0.0971 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0009 .. 
Iteration[119] loss -- all:  0.1518 .. recon:  0.0948 .. tvw: 0.0518 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[120] loss -- all:  0.1492 .. recon:  0.0922 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0007 .. 
Iteration[121] loss -- all:  0.1501 .. recon:  0.0931 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0007 .. 
Iteration[122] loss -- all:  0.1508 .. recon:  0.0938 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0007 .. 
Iteration[123] loss -- all:  0.1498 .. recon:  0.0928 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[124] loss -- all:  0.1550 .. recon:  0.0980 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[125] loss -- all:  0.1520 .. recon:  0.0949 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[126] loss -- all:  0.1524 .. recon:  0.0952 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0009 .. 
Iteration[127] loss -- all:  0.1569 .. recon:  0.0999 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0007 .. 
